Q	A	label
대지,거잔	넌 잊으면  안 대지 당연한 거잔아	0
아앙	ㄴ ㅑ하아앙 ㄲ ㅣ햐아앙	0
수능	수능끝났으니  다신 안오겠지	0
입좀	입좀 싸물게 해줘	0
개무시,행복,존나,라이	나 개무시한 너의 행복을 바란다고 말했을까 너가 불행해지고 존나 이상한 또라이들만 만나길 바라	0
핑계	어떤핑계로 널기다릴까	0
인생,가장	6년전 내 인생이 가장 빛났던 때로	0
이제,진심,사람,신경	이제 진심으로 날 위해주는 사람들한테만 신경쓰고 잘해줄거야	0
진짜,사람,끼리끼리,오늘	진짜 사람 잘못만나서 어쩔땐 끼리끼리같은데 오늘은 너무 불쌍해	0
대론	이대론 병이라도 걸려버릴 것 같아	0
그냥,혼자	숨 못 쉴 것 같아 이대로 그냥 혼자 죽어버릴래	0
이제,월지	너가 부담스러워할거뻔해서 못하지만. 이렇게 참은지 이제 6개월지났네 아직도 잊지못하고 난.	0
사랑,는걸	사랑하는걸, 좋아하는걸 어떡해	0
조리돌림,을해	싫으면 싫다고 대놓고말하지 조리돌림을해 니가? 개같은년ㅋㅋ	0
잘못,트라우마,그게,얼마나,가늠,행동,정상,반응	내가 다 잘못한 게 맞아 내 탓이야 트라우마를 만들었잖아 그게 얼마나 힘들지는 가늠할 수 없어 해서는 안 되는 말들과 행동을 했고 너가 정상적인 반응인 거야	0
자격,상처,책임	하지만 난 자격을 잃은 건 맞잖아 지워지지 않을 상처를 남겼고 책임은 내가 지는 거니까	0
세상,무릎,울면,시간,지나,하루	세상은 무서워 너무 힘들어 일 났을 땐 그렇게 무릎 꿇고 울면서 빌더니 왜 시간이 지나니까 하루도 안 지났는데 그렇게 뻔뻔하게 있냐고	0
시간,제발	시간이라도 되돌려줘 제발	0
어째서,세상,하나,사람,생각,어째서,사나	어째서 그랬던거야 세상에서 하나밖에 없는 나의 사람이라고 생각했는데 어째서 그랬던거야 너무 힘들고 죽고 싶고 이런 몸으로 왜 사나 싶다	0
제발,누가	제발 누가 나를 죽여줘	0
그게,트라우마,제발	그게 내 트라우마가 되어 버렸어 제발 그 말 하지마 무서워 안 돼 하지마	0
살구	적적함 없게 같이 살구싶다.	0
하루,몇번	하루에 몇번을 보는거냐	0
돼지,다리,구박	개가 돼지한테 다리짧다 살찐다 구박하는게 웃기다고	0
가능,상이	미쳐돌아가능 세상이구망	0
저녁,고민,중이	저녁 머할지 고민중이얌	0
떡볶이	나떡볶이무야하는데 :(	0
평행,아주	correspond invariably parallel 평행뜻말고 아주유사한 seep	0
기억	날 기억하면 좋겠다	0
스트레스,스트레스,진짜	스트레스 스트레스 개짜증난다 진짜	0
시발,새끼,이방,방충,안해,자꾸	시발새끼야 너도 나한테 이방놈이방충이야 정신차려 줘도 안해 꺼지라고 슬쩍 슬쩍 자꾸 쳐보내지말고	0
생각,가슴	익숙해졌다고 생각했는데 가슴이 너무 아프다	0
하루하루,가래,호전,커녕,즂같다	하루하루 지날수록 더 심해지고 특히 가래랑 목따가운거 약먹어도 호전은 커녕 더 아픈데 아 즂같다	0
그거,눈물	그거 들으니까 참 흐뭇하다가도 눈물 참기가 힘들었어	0
우리	조금씩 우리를 갈라놓는데	0
이제	나는 이제와서 뭘 바라면 안되네	0
입체,이마,보톡스,하이,필러,필러,입술,필러,필러,종류,관리,운동,가장,관리,이병헌,사진,충격	입체적으로 이마 보톡스 하이코 필러 코높게 볼필러 입술필러 필러종류만 맞으면서 관리해야겠다 근데 운동이 가장큰 관리이긴 하더라 이병헌 20대40대 사진 충격	0
미녀,거울	이쁘장한 냉미녀가 거울에 있길래	0
껄껄	먹고 코노가야지 껄껄껄	0
누구,대한,이야기,직장,동료,이상	넌 잘 지낸다고 했지.  누구와 눈에 대한 이야기를 나누었을까. 썸타는 직장동료? 아니면 그 이상? 아무튼 부럽고 뭐 그렇다... 	0
참석	춤추고 하는거 있으면 내가 다 참석해야지 ~.~v	0
오늘,아침,라면,다정,말따	오늘은아침에라면을먹었다누워있다정말따듯하다↗+↗+↗+	0
아픔,거짓	그 아픔마저 거짓일 것 같지만	0
씨발,조온나	씨발새꺄 나도 너 조온나 짜증났어	0
한번,만날,하느님,거란,포기,용기,생기지	한번만 만날 수 있게 해주세요.  하느님.  바꿀 수 없는 거란 걸 알지만, 포기할 수 있는 용기가 생기지 않네요.	0
배터리,샷건,구함,망치,존나,진짜,별거,주체,존나	폰 배터리 30퍼 있는데 꺼지길래 벽에다 집어던지고 샷건치고 공구함에서 망치들고와서 존나 찍었어 진짜 별거 아닌 일인데 주체못할만큼 존나 좆같았어	0
계속,혼자	계속 이렇게 언제나 혼자서	0
그림,장점,완성,보지,혼자,시작,그림	그림그릴줄 아는게 유일한 장점인데 완성작이 아니면 거들떠도 보지않는걸! 혼자있는게 싫어서 시작한 그림도.. 아 이젠 모르겠어 너무 슬프고 힘들어 이젠 다 싫어	0
나사	ㅈㄴ나대ㅋㅋㅋㅋㅋㅋ 나사빠진년	0
잠깐,가기,직전,즤랄,전반	낮에 잠깐 가기직전에 5분 즤랄같던거 빠고 전반적으로 다 좋았는데 ㅎㅎ	0
우리,종교,남편,만날,준비,지금	난 우리종교 남편 만날준비 지금부터 악착같이 할거임 ㅋㅋ	0
세상,전부,여자,남자	세상도 미쳐돌아가고 전부 미쳤구만 여자고 남자고 다 미쳐돌아간다 이거야	0
던전,불멸,그대,진격의거인,노자,해피니스,예고,사이트,기억,안나	던전밥 불멸의 그대에게 진격의거인 n과s 노자키군 해피니스  예고는 하고 사이트없앨것이지ㅡㅡ 더 있는거같은데 기억이 안나네	0
생각	올 때마다 생각이 나  그래서 되도록 안들어오는데	0
진짜,아침,진짜,사람,하나,안고,펑펑,혼자	진짜 너무 아파. 아침에 눈 부으면 안 되는데 진짜 사람 하나 안고 펑펑 울고싶어. 나는 혼자있지만.	0
마음,사람	마음맞는 사람 만나기 힘들어	0
취업	취업은 할 수있을까	0
아아,신경,기차	아아아  신경쓸거 넘 많다  기차나..	0
씨발,새끼	나도 너 좆나게 싫어 씨발새끼야.	0
아무	깜찍해,,,,,,, ㅎㅎ 난 아무도 줄 수 없어	0
씨발,뺑소니,개새끼,차도,누가,튀어,부모,유병,장수,새끼	씨발 뺑소니 낸 개새끼야 느그 차도 누가 치고 튀어서 못잡고 돈날려라 느그 부모 유병장수 할 새끼	0
근육남,덕질,미련,등신	난 근육남 덕질할건데ㅋㅋㅋ  미련못버리는등신들  똥밟앗네	0
종강,실화,진짜	종강 한달 안남은거 실화 맞냐고 진짜 행복해서 미치겠다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
빠돌이	아 골때린다  빠돌이 너무 귀여운거아니냐	0
그냥,그냥	그냥 사라져야지 나 없이 잘지낼것같으면 그냥 사라져야지	0
진짜,안정	진짜 삶의 질이 달라진다 ㅋㅋㅋ 하 안정돼 ㅋㅋㅋ	0
게임,텍스트,로만,대화	고전게임처럼 말하는게 아니라 텍스트로만 대화를 주고받을 수 있다면 좋을텐데	0
존나,여성,웃기	존나 여성스러운척 하는거 개웃기넼ㅋㅋㅋ	0
겨울,빤스,롱패딩,상태,새집,편의점,쿰쳑대	겨울에 빤스에 롱패딩 입은 상태로 머가리 새집꼴로 편의점 쿰쳑대고 집으로 들어감 ㅇㄱㄹㅇ	0
원래,노래,존나,어제,눈물	원래저노래존나싫엇는데어제듣고눈물고임	0
니놈	니놈도 죽어야대......	0
누가,걱정,누가,걱정,그게	누가 내 걱정 해줬으면 좋겠는데 하지만 누가 내 걱정해주면 또 그게 미안해져서 싫다 나는 왜 이럴까	0
블링블링,아침,세상,누가	블링블링 반짝이는 아침의 세상은 나른하지만 내 맘 끓는 건 누가 알겠니	0
역시,우린	그걸로 끝이었지 나역시 말이 없어 그걸로 우린 끝이 되어버린 아까 전 아직 선명하던	0
염탐,구독,활동,계정	없냐 염탐하려고 구독중인것 같은데 역겨워서 ㅇㅇ 활동 계정도 아니고 내거 자유롭게 올리려고 만든건데	0
씨발,짓거리,대체,의미,시발,진짜,앰창,개좆,도배,새끼	작작좀하면 안되냐 이씨발 저짓거리하는게 대체 뭔의미가있노? 시발 진짜 앰창 개좆같네 도배충 씹새끼들	0
출발,절대,보지	출발하고 절대 뒤돌아 보지 않을거야 내 꿈은 입에 오르는 말들로 흔들리지 않아 언젠가 잘될거야	0
남자,시선	지나가면 남자들시선을 받는다 나는뭐지.....	0
서로,이해	서로 이해하질 못하는데	0
해도,종교,남자,설마,나라,종교,남자,일단,지금,준비,그때	해도 같은 종교남자랑ㅎㅎ 설마 이 같은 나라 땅에 수많은 같은 종교 남자들중에 내 짝없겠냐고 ㅎ 일단 지금처럼 쮹 준비해서 그때 보자고	0
마스크,침해	마스크 안 쓰고 기침해대는 얘들 그켬임.	0
얼굴,평타,이상,노래,명의,집도,키크,존잘,연하남	난 얼굴도 평타 이상에 노래도 잘하고 내 명의집도 있어서 그런지 나보다 잘낫고 키크고 잘생기고 존잘 연하남 아니면 눈에 안참	0
감기	감기걸린 내가 껴야할 판에 지들이 끼고 다님	0
차안,운전,대갈,극혐	개저씨들이나 30대들이나 차안 운전석에서 대갈빡 내미는 미어켓충들 극혐	0
오늘,화요일,금요일	왜 오늘 화요일이지...금요일이었으면...ㅎ........	0
낙지,볶음,낙지,전골	낙지볶음, 낙지전골	0
사랑,당신,당신,라지,감정,요소,또한,이해,당신,이해	사랑해? 당신은? 나는? 당신을 위해서라지만 감정 요소또한 그렇지만 이해 안 가는 나보다 당신이 더 이해가 안 돼 그래서 잘 모르겠어 , .	0
뭐땜시	뭐땜시 조용하냐?	0
먼지,일이,어차피,일이,생각,손해	먼지만도 못한 하찮은 일이다  어차피 죽고나면 아무것도 아닌일이고  지난일 생각하면서 괴로워해봤자 나만 손해다  떠올리지 말고 잊어버리자	0
연락,번호	우울하다  연락은 못하지만 그래도 폰번호는 바꾸지마	0
풍경,수가,모든	보여지는 풍경들과 느낄 수가 있는 모든 것	0
하나,아무,생각,해도,생리,최악	되는 일은 하나도 없고 아무 생각도 하기 싫어 자려 해도 잠들지 못하겠고 생리까지 날 괴롭히네 최악의 날이야	0
연애,생각,친구	연애할생각도없고 친구도없음	0
비련,의창	ㅋㅋ 나는 비련의창 안만나	0
말씀	2절 말씀 드립니다	0
진짜	너야말로 아 진짜	0
관심,관심,지원	관심 있는 분들의 관심과 지원	0
진짜,존나	응 아 근데 진짜 존나	0
오늘	너야말로 오늘 영 그 자 는	0
소리,생각,그냥	뭔소리임 난 그렇게 생각하지 말고 그냥 고 ㅋㅋ 로	0
진짜,존나,지금	응 아 근데 진짜 존나 지금	0
잠도,상태,줄넘기,계란,하나,머리,잠도,삭신	근데 잠도 잘 못잔 상태로 줄넘기 천개하고 계란 하나먹었어  머리가 너무 아파  자고싶은데 잠도 안오고 삭신이 다 쑤시다	0
일말,죄책감	죽어없어져서일말의죄책감이라도느끼게할거다	0
제물,억울,혼자,불공평	제물이 돼서 억울? 혼자만 억울하면 불공평 하잖아	0
추락	날추락하게만든것들다가만안둬	0
오늘,역시	너 말고 나말야 오늘 좀 우울하거든 너가 좀 달래주면 안될까 역시안되겠지 그럼 너라도 좋은꿈꾸길바래	0
존나,죄인	어 존나 난 잘못없는데 죄인이 되고	0
겨울,안녕,키진,존재	겨울아 안녕 네가 오는 게 썩 내키진 않지만 말야 내게 넌 사악한 존재거든	0
혼자,우두커니,지나,오늘	혼자 우두커니 앉아 다 지나버린 오늘을 보내지 못하고 깨어있어	0
제발,관심,병신	제발 남한테 관심 좀 끄세요 병신같은년아	0
시발,사람,강제	시발 뒤지고 싶다는 사람 강제로 살려서 뭐하냐고ㅋㅋㅋ	0
유가	살아야랄니유가없다	0
기적	흠... 기적을 믿어보자	0
서로,가난,무조건,극복,확신,시작	끝은서로가힘들어  가난이 무조건 극복될수있다는 확신이없으면  시작하지말아야돼	0
지금,때문,부터,무슨,수로,설명	내가 지금 뭐 때문에 힘들어하는지 나도 모르는데 어떻게 남한테 털어놓냐고요 어디서부터 어떻게 무슨 수로설명해야 하냐고요	0
세상,단절	세상과 단절해버리고 싶다	0
호구,병신	내가 호구다 병신겉은것들	0
진짜,전부,싀발	다 싫다 진짜 전부 꺼졌으면 다 꺼져 싀발	0
절대,먼저,대시	절대 먼저 대시 안할거거든	0
스트레스	아 스트레스 미치겟다	0
바로,케이,누구	라고 물어주면 바로 어케이할거임 그 누구라도.	0
실력,사람	운도실력도좋아서잘먹고잘사는사람들	0
싸이,망상,합리화,븅신,새끼	욕하고 싶단거네 그걸 '내촉은 틀린적없다 언젠간 죄를 저지를것이다' 라는 싸이비같은 망상으로 합리화하고 있는거고 븅신같은새끼	0
제발	제발 내눈에 띄지말았으면 좋겠다 좆같은ㄹ련아	0
사람,만원	죽기전에 친한 사람들한테 몇만원씩 주고 뒤지고싶다	0
목밑	먼가가 목밑을 조르고 있는거같아	0
얼마나,엄마,기겁,차례	얼마나살아있는게싫은지돌아가신엄마가알면기겁할것이다 태어난게너무싫다태어났으니이제죽을차례지	0
존나	아 존나 ㅋㅋㅋㅋ	0
하루	하루라도 아프지 않았으면	0
부부,밀러	부부 시밀러 입을거야^^	0
숨통,깃털,다시	숨통이 트여  몸이 깃털처럼 가벼워  다시 태어난 것 같아요	0
가차	ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗ가다가차에치여뒤져라	0
자기,짜증,이나,실망	뭘하든 자기맘이긴한데 왜이렇게 짜증이나지 걔랑도 친한건 알고있었지만.. 너무 실망스럽고 화난다	0
아이엘츠,공부,앰생	아이엘츠도 꾸준히공부못하는 앰생	0
금수,재벌,연예인,난가,일만	금수저재벌연예인같은ㅅㅌㅊ들너무부럽다 난가난하고평범한집에태어나 꿈도접고좆같은일만하고사는데	0
강도,점점,그냥,기분,머리	왜 약 강도는 갈 때마다 점점 늘어갈까. 약 너무 많이 먹으니까 어떤 탓인지 그냥 기분 탓인지 머리아프다	0
혼자,하소연,현실,보고	혼자서 하소연해봤자 현실은 달라지는 게 없다는 걸.  그래도 보고 싶은 걸 어떡해....... 	0
자연	나는 자연ㅇㄴ이다 ~~!	0
먼저,잘못	말을 먼저 건 내가 잘못이지 어휴	0
수가	아무것도 할 수가 없어	0
농후,민달팽이,섹스	농후한 민달팽이섹스	0
분리,사람	분리시켜놓지못함 사람은 완벽할수없어	0
여자,미안	예쁜여자 만나겠지 미안	0
거절,기도,기도,피하,기만,병신	거절할용기도없고 죽을용기도없고 피하기만하는 병신이야	0
상처	하지 않으면 상처가 낫지않는다	0
존나,소리,그냥,존나	존나 소리지르면서 울고싶다 그냥 존나게 죽어버리고 싶다	0
크닐,낫다	크닐낫다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
정말	이러지마... 정말 미안합니다 ...난 느낄수있었다 그가 날.. 싫다고 하는 걸 미안합니다.. 말꺼내기조차 미안합니다 잊으라는 이 말조차 미안합니다	0
난너,흡수	난너보다더 흡수잘하고 강하게 살아갈수있는데 쥐같은년	0
누가,무의식,생각,불안,통증,머리,안팎	아.. .. 속이이상하였다. 속이.. 이상했다 누가.. 무의식속에있던생각이밖으로표출됬다느꼈다. 불안과 함께 골이 울리는 통증이 머리안팎으로 일어났다.	0
그냥	그냥 싹 죽었으면	0
누구	하고싶은 일 해야할 일 다 잘됐으면 좋겠어  니가 누구든 간에 말이야	0
종이,낭비,잉크,낭비,주변,사람,민폐	종이 낭비  잉크 낭비  주변 사람들한테 민폐 끼치기	0
젭알	젭알요ㅝㅜㅜㅜㅠㅜ	0
현질,존재,하나,진짜,채수빈,광고,개꿀잼,천룡팔부,진짜,추천	현질없이 할수있는겜 존재하나 싶더니 진짜 있음 ㅋㅋㅋ 채수빈이 광고하길래 해봤는데 개꿀잼~ 천룡팔부M 진짜 추천함 ㅋㅋ	0
리도,부정,거지,긍정,방향,계속,아군,적군,꼰대	털렸다  왜 이리도 부정적이신거지  난 어떻게든 긍정적인 방향으로 가려고 하는데  계속 끌어내리시네  아군이 아니라 완전히 적군이야  꼰대	0
천사	천사를 알게 되어서 감사해	0
화양연화,피어,보기,세상	화양연화가 없어 난 졌어 피어보기도 전에 졌고 세상에게도 졌어	0
물이,계속	는물이 계속 흐른다	0
면알,수록	알면알수록 이상하네 	0
사랑,천사	사랑하는 나의 천사들	0
하늘	하늘을 나는 것 같다는데	0
정말,우리,엄마	너 정말 우리 엄마 같다	0
여러,생각,하니,머리,차서,생각,포기	또 여러 생각을 하니 머리가 복잡해져서 꽉 차서 터져버릴 것만 같아서 생각을 포기했다	0
사과,순서,진짜	사과의 순서가 바뀌어있잖아 ㅋㅋ 진짜 왜 그렇게 잠에 미쳐 살지	0
어디,서나,당하	어디서나 당당하개 것 ⃢기~₍₍ ᕕ( ᐛ )ᕗ⁾⁾	0
새끼	좆같은새끼..ㅋㅋ	0
계속,자고,새벽,일어나서	걍 잠 푹 계속 쳐 자고 새벽에 일어나서 롤이나 하시던지요	0
어디,서나,당하	어디서나 당당하개 것 ⃢기~₍₍ ᕕ( ᐛ )ᕗ⁾⁾	0
어디,서나,당하	어디서나 당당하개 것 ⃢기~₍₍ ᕕ( ᐛ )ᕗ⁾⁾	0
어디,서나,당하	어디서나 당당하개 것 ⃢기~₍₍ ᕕ( ᐛ )ᕗ⁾⁾	0
존중,전혀,이건,진짜,병신	존중은 전혀 못해주겠다  아무리 봐도 이건 진짜로 병신이잖아	0
존나	조까테 존나 조까떼	0
지금	졸려뒤지겠고 지금 아무것도 안잡힘	0
다시,다시,목소리,다시,목소리,취할	다시 보는 너에게 너무 기쁠 것이고  다시 목소리를 들을 수 있다는 것에 너무 기쁠 것이고  다시 너의 목소리를 들으면서 잠을 취할 수 있다는 것에 너무 기쁠텐데	0
보석	자랑스러운 나의 보석	0
엄마,남편,아빠,아내,가장,방법	엄마는 집에 잘 있어주는 남편 만나고 아빠는 침착하고 차분한 아내 만나고 나는 태어나지 않고 셋다 행복해질 수 있는 가장 좋은 방법은 왜	0
제발,아이,고집	제발 이 아이가 건강해졌으면 좋겠다 저 고집부리는걸 잡아다가 씻어버리고 싶다 나도 힘들다... 어떻게하면 좋을까...	0
야경,보고,요즘,힐링,보고,어제,머리,빼빼로,변덕쟁이	야경 또 보고 싶어진다 요즘 힐링을 못했어  너도 보고 싶어 어제 봤는데도  머리 못 잘랐어 귀찮았거든  빼빼로 먹고 싶어 난 변덕쟁이	0
고양이,고양이,냥냥	난고양이한테밀린다고 고양이처럼귀엽고싶다 먕ㄴ냥냥냐냥	0
우울	우울하다 우울해 우울	0
뚜루룻뚜루,뚜루룻,뚜루룻	뚜루룻뚜루 귀여운 뚜루룻 바닷속 뚜루룻	0
웅얼웅얼중얼웅,웅얼웅,얼웅러웅얼중얼	웅얼웅얼중얼웅얼중얼중얼중얼중얼웅얼웅ㅇ얼웅러웅얼중얼	0
제대로,적도,새끼,시발	의외로 두근두근했다 제대로 해본적도없는새끼가 뭘 두근두근..시발	0
하루하루,혼자	하루하루가 힘들다. 이미 혼자서는 아무것도 못하게 되어버렸어	0
운동,마당,줄넘기,인터넷,중독	손으로 폰만지작거리면서 힘들게 할수있는운동이 없네 집마당에서 줄넘기하고픈데 인터넷중독이라 오래못하겠어	0
택시,빵빵,거려	택시가 빵빵거려서 짜증난다	0
홍어,다해,창련짓	내가 아무리 홍어짓을 했다해도 너처럼 창련짓은 안 한다 끝까지 욕먹고 사노 ㅋ	0
그냥,갑자기	그냥 갑자기 생각나서	0
가장,보석	가장 황홀하고 멋진 보석이야.	0
정말,다시,혼자	정말 너무 미운데 싫어할수가없어. 다시 혼자가 되어버리니까	0
진짜,어디,면제,남자,뭔가,어딘가,아련아련,보호,본능,모성애,자극,직사각형,돼지,정신,문제,장애	진짜 아파서 어디 하자있어서 면제된남자들 귀엽지 않음? 뭔가 어딘가 아련아련 보호본능 모성애자극 (직사각형 키작돼지말고 정신 문제나 장애 ㄴㄴ )	0
신경	신경쓰이게 만들고잌ㅅ어	0
그때,충격,법정,여자,판사,신발,씨발,소리,절규,기억,폭행,지금,생각	그때 너무 충격받아서 법정에서 여자 판사한테 나오면서 신발 던지고 야이씨발년아 라고 소리지르고 절규하면서 울부짖었던거 기억폭행 지금 생각하면 감사하네	0
본인,정신,건강,위해,타인	본인들의 정신 건강을 위해 타인의 글은 인읽는게 좋음	0
모범,모름,나인,어디	모범보일줄모름? 나인 어디로 드신건지	0
공부,제대로	공부 제대로 안하고 일년을 보낸게 부끄러워졌다	0
거기,병신,항상,난후,뒷북,병신	거기서 아무말 못하고 물러선게 너무 병신같다.왜 항상 다 끝난후에야 그렇게 말할걸 이런 뒷북을 치는걸까...나는 병신	0
존나,공부,여자도,인생,존나	존나 공부에 미쳤던데 여자도잘만나고다니더라 인생 존나	0
미인,박명	미인박명은 피했네	0
보라,고하,각자,길가,인생,진짜,차지	니보라고하는 말이야 각자 갈길가자 내인생에 니는 진짜 0% 차지한다	0
진짜,새끼,짓거리,이나,백수,새끼	아 진짜 좆같은새끼  그짓거리하는데 내가 좋아하겠냐?  일이나해라  백수새끼	0
분노조절,밀가루,육식,패스트,푸드,전부,이제,라면,햄버거,치킨,피자,한판,치킨,마리,라면	나 귀엽다 분노조절해야 하고 밀가루랑 육식 패스트 푸드 전부 끊어야 하네 죽고싶다 이제 라면도햄버거도치킨도 못먹어 피자 한판씩 치킨 한마리씩 라면 3개끓여먹었는데 후	0
시발	시발..어 안먹어	0
천간,편관,직업,삼고,배우자,상관	천간 편관은 직업으로 삼고 배우자 자리는 상관으로 삼으면 됨	0
중단,발때,쭉쭉기,시술,머리,정리,계속,연말,가슴,아래	중단발때 하면 쭉쭉기니까 1년정도 시술 받다가 떼고 머리 정리하고 계속 길면 2019년 연말에는 가슴 아래까지 오겠지	0
차라리,정도	차라리 정신차리라고 죽을정도로 패주면 좋을텐데	0
놈놈놈,기분쪼	놈놈놈놈 기분쪼아ㅎ	0
아씐,앜싄,아씡,아슨난다,재미	아씐 앜싄 아씡 아슨난다~ 아 재미난다~	0
시간,얼마	그러기에 남은시간이 얼마없는거...	0
개새끼,생각,연애	그치만 넌 니가 개새끼인줄 모르겠지ㅋㅋㅋ 니만 생각하지마라. 연애는 맞춰서 하는거지	0
지금	해보고싶다 지금 나만 덥나? 땀나	0
바람	비 오고  바람 불고  춥고	0
한번	한번들어오면 나가고싶지않ㅇㅏ	0
천룡팔부,리얼,개꿀,게임,보상,퍼줌,채수빈,광고,리얼,개꿀잼,현질	천룡팔부M이 리얼 개꿀~! 게임 보상 막 퍼줌 ㅋㅋㅋ 채수빈 광고뜨길래 해봤더니 리얼 개꿀잼~ 나같은 백수충은 이런 현질없는겜 ㄹㅇㅅㅌㅊ~	0
배려,자꾸,구석	배려좀하지  왜 자꾸 집구석에서 병을떨까	0
짝남,고백,착각,회수,항상	내 잘생긴 짝남한테 고백식으로 쓴건데  못난 지들얘긴줄 착각하는건지 암튼 조회수 항상 3x찍어서 곤란함	0
기분	기분 좀 나아졌어.	0
얼마나	얼마나 힘들까...	0
한번	비싸서 못먹은지 1년째 한번은 먹고싶다	0
가족,전체	가족 전체가 불행해진다.	0
세상,씨발	오니까세상날아갈거같은가보네. 씨발새1끼	0
어깨,리도	네 어깨는 왜그리도 가볍냐?	0
기분	기분째찌나보네. 허허허 웃는거역겨워.	0
게임	아무리 기다려도 게임이 끝나기 전까진 안 오겠지	0
떼거리	이때다싶냐? 떼거리들..... ㅋㅋ	0
얘기	너 얘기 다 들었고 나 할말 다 했으	0
무고,천룡팔부,이나	난 무고ㅏ금으로 즐기는 천룡팔부M 이나 해야징~	0
전성기,지난,나이,음악,이제,노후,열정,정말	전성기도 지난지 오래고  나이도 있으니  음악은 이제 놓고  노후 편하게 보낼만 한데  열정이 정말 대단해	0
마음껏,착각	비슷해서마음껏착각하고싶다	0
옛날,오늘,위로	옛날엔 욕으로 썼던 거  오늘은 위로   괜찮아 	0
손꽉,핸드,크림	두손꽉잡고안심해도된다고그만해도된다고다독여줬으면해.내가그럼아끼는핸드크림발라줄게.니가좋아할거같은그향으로	0
사람,마다,삶사,다다다,연속,세번	이핼바라진않음사람은저마다다다른삶사니까다다다연속삼세번3쓰리	0
가끔,진보면	잘못보살펴줬지만그래도가끔생각남사진보면눈물나고그래	0
간작	볌원간작은없지만맞다고할거같아.ㅎ.	0
역시,문제	역시 비가 문제야	0
진짜,눈물	진짜싫은데눈물이나더라고~	0
미세먼지	미세먼지좀 쓸려나갔으면	0
미안,명대사	미안 명대사라 써보고싶었어	0
이제,의식	이제 의식 안 해야지	0
고민,연락,한적	석달을고민하다다시연락한적	0
어디,서나,당하	어디서나 당당하개 것 ⃢기~₍₍ ᕕ( ᐛ )ᕗ⁾⁾	0
가라	nigga가라hawaii	0
생각	생각없이 자고싶다	0
바보,표현	바보라도 알 수 있도록 표현했더라면	0
그때	그때니가, 내가, 니가, 내가, nigga.	0
부좆해	근데 보는것만으론 부좆해.	0
마음	웅면 내마음이 더 아패니까.	0
절망	공허해 뭘해도 채워지질 않아 우울해져 절망적이야 벗어나고싶어	0
소원	잠들다 죽는게 소원	0
부작용,이불	부작용탓인지 이불이너무 두꺼운건지	0
나이,방식	이 나이를 먹도록 내가 못나고 무능력해서 그리고 상냥한 방식으로 보내주지 못해서 미안해	0
오지랖,얼마나	오지랖좀 부리지마 니가 얼마나 불편한데	0
취미,인제,인생	유일한 취미도 인제 재미없어 인생 왜 사는거야	0
천국,지옥,소설,누가,아주,자살,스케일	천국 지옥 소설은 누가 지어낸걸까 아주 오래전에 자살못하게 지어낸게 떠돌아다녀서 스케일이 커진거겠지	0
사람	꽤 괜찮은 사람들이였음	0
그대로,뭔가	근데 난 그대로인게 뭔가 더  무서운거같음디;	0
미세먼지,실화	미세먼지 실화야??	0
연락,오히려,지랄	맨날 밤마다 쏘다니고 연락은 오히려 너도 잘 안하잖아 그래놓고 남은 안된다? 지랄;	0
제발,세상	나 너무 불안해 너가 옆에 없어서 불안해 받아줘 제발 너무 무서워 세상이	0
지금,시발,년놈	지금 사는것도 좆같은데 또 태어나기 싫은데 죽으면 끝이야 시발 년놈들아	0
졸리,자라,제발,어유,지랄,붕싱	왜 그런거야 졸리면 자라 제발 어유 왜 쓸데없이 ㅈㄹㅂㄹ을 ㅙ서 이지랄이아 붕싱	0
인터넷	웬 찐따가 인터넷이라고 나불거려ㅋㅋㅋ 닥쳐야겟다	0
생각,악순환	내가 피곤하니까 생각이 짧아지고 그걸로 우울해하고 또 피곤하고 악순환인거	0
병신,새벽,라면,존나	저 병신은 이 새벽에 라면이나 처먹고 존나 한심	0
주먹	그주먹으로 때리면 피터짐	0
라면	라면왜먹었지 살찌겟네	0
시발	니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 맞지? 시발아 딱 말해라	0
지금,중이,세수,양치,사이,이제,새벽	ㅇㅇ 지금은 밥먹는중이야 세수양치더 해야해  1시40~2시 사이에 해  나 이제 새벽 3~6시까지 못그러고 있으니까	0
목적,혹시,생각,생각,추측	원하고 이루고자 하는 어떠한 목적이 있어서 그런거일거 아냐 심심해서 그럴일은 없을거고 왜그러는건데? 혹시 내가 생각하는게 맞니? 아니면 내가 생각하는건 추측일뿐이니?	0
지금,새벽	ㅋㅋ 지금 이거 참으면 새벽까지 못잔	0
거기	거기에 낑겨서 불편하기 싫다....	0
